EmployeeID,Date,Time In,Time Out,Hours Worked,Status
emp003,15/03/2026,09:15,,8,PRESENT
EMP017,02-03-2026,09:30,17.15,7.5,present
EMP020,06-03-2026,09.45,18:00 PM,9 hrs,P
EMP014,06/03/2026,09.45,17:15,8, Present
EMP002,20.03.2026,10:55,18:30 PM,9,present
emp015,21-03-2026,09:30,13:30 PM,4,half day
 EMP020,11-03-2026,09:00,18:30,7.5,PRESENT
EMP004,13/03/2026,,,-,Leave 
EMP002,07 03 2026,09.45,18:00,9 hrs, Present
EMP012,12 03 2026,09.15,17:00,9 hrs,PRESENT
emp030,18-03-2026,08:45,,7.5 hrs,present
EMP021,18-03-2026,09.55,17.00,8,present
EMP018,09.03.2026,09:30 AM,,9,PRESENT
EMP015,05-03-2026,,,NA,leave
EMP004,18-03-2026,09:00 AM,18:30,8,Present
EMP007,04.03.2026,09:30,17:15 PM,9 hrs,present
emp006,01 03 2026,08:15 AM,16:15,8,PRESENT
EMP009,18-03-2026,09:55 AM,,9,present
EMP009 ,02.03.2026,,,,A
EMP023,11-03-2026,10:00,19:00,7.5,PRESENT
EMP006,19.03.2026,,,-,Absent
EMP016,07 03 2026,,17:15,9 hrs,present
EMP006,14.03.2026,-,17.30,9, Present
EMP039,03.03.2026,08:30 AM,17:30,8,Present
EMP011,06.03.2026,09:45,,7.5 hrs, Present
EMP013,04-03-2026,,,,Leave 
EMP039,17 03 2026,09.30,-,4,half day
EMP005,15-03-2026,,,-,A
EMP035,01/03/2026,,,-,Absent
EMP027,01/03/2026,09:45,18:30,8,PRESENT
emp011,07.03.2026,,13:00,4,Half Day
EMP036,06-03-2026,08.15,,8,P
EMP014,15-03-2026,,,NA,OL
emp013,11-03-2026,09.30,17:00,9 hrs,PRESENT
EMP006,16 03 2026,10:30,18:00 PM,9 hrs,P
 EMP019,09-03-2026,,,NA,absent 
EMP037,03-03-2026,09:30,,8,P
EMP002,15 03 2026,-,18:00,7.5,P
EMP007,07/03/2026,09:15,18:30,8, Present
EMP014,17-03-2026,10:55,18:30,9,present
EMP013,03.03.2026,,18.00,,PRESENT
EMP025,04.03.2026,09:30,,4 hrs,HD
EMP025,16 03 2026,09:55,-,8 hrs,Present
 EMP010,14 03 2026,09:00,18:30,,P
emp022,06-03-2026,,,NA,leave
emp009,22-03-2026,09:05,18:30 PM,7.5,Present
EMP024,20 03 2026,09:30 AM,18:15,8, Present
EMP037,14.03.2026,,18:15,8, Present
EMP011,21/03/2026,,,,A
EMP016,12/03/2026,09:55,17:00,8,Present
 EMP025,20-03-2026,,18:00,9,P
EMP018,12.03.2026,,16:30,8,PRESENT
EMP035,07.03.2026,09:30,,9 hrs,Present
EMP010,08/03/2026,09:30,18:30,8,Present
emp014,09-03-2026,09:00,18.30,,Present
EMP031,14-03-2026,09:05,-,7.5 hrs, Present
EMP004,07.03.2026,09:30 AM,17:30,,PRESENT
EMP005,16/03/2026,09:45 AM,-,8,PRESENT
emp034,21/03/2026,09:05,18:00,8 hrs,Present
EMP039,06.03.2026,-,18:15 PM,9,P
EMP001,17 03 2026,,,,absent 
EMP020,21/03/2026,09:05,17:15,8,PRESENT
EMP005,03 03 2026,-,17:30 PM,8 hrs,P
EMP004,22/03/2026,10:30 AM,19:30 PM,9 hrs,present
EMP021,10/03/2026,,,-,absent 
EMP005,14.03.2026,09:15,17:30,8, Present
EMP011,18 03 2026,09:05,17:30,8, Present
emp029,15 03 2026,09:45,18:15,7.5,present
EMP012,04.03.2026,09:15 AM,18:15 PM,8,Present
EMP029,08-03-2026,10:45 AM,18.00,9,Present
EMP008,03 03 2026,09:00,13:30,,HD
emp022,17/03/2026,09:00,17.15,8,Present
EMP034,15 03 2026,09:15 AM,17:15,,present
 EMP033,17 03 2026,10:05,18:15,7.5,P
EMP001,19-03-2026,09:00,17:30 PM,8,present
EMP029,02-03-2026,09.30,18:30,9 hrs,present
EMP006,11-03-2026,09:30,13.00,4,Half Day
EMP029,01-03-2026,10:30 AM,19.00,8,PRESENT
emp013,10 03 2026,09:45,18:00,9 hrs,Present
EMP020,15/03/2026,09:05,17:15,,P
EMP036,16 03 2026,09:30 AM,-,8,Present
EMP015,03.03.2026,-,18:30,8, Present
EMP031,05-03-2026,09:55,17:00,7.5 hrs,P
emp034,05-03-2026,09:30,17.15,8,PRESENT
EMP025,17.03.2026,,17:30,8 hrs,PRESENT
EMP009,05/03/2026,09:55,18.00,8,Present
EMP009,08/03/2026,10.55,18:30 PM,7.5, Present
EMP019,10/03/2026,09:15,17:00 PM,8,Present
EMP028,11.03.2026,10:55,18:00,8 hrs,Present
emp024,13/03/2026,08:00,16:15 PM,8 hrs,Present
EMP018,06.03.2026,10:45,19:30,9 hrs,P
EMP019,14 03 2026,10.55,18:15 PM,9,PRESENT
EMP017,17 03 2026,09:55,17:00 PM,7.5,Present
EMP033,07.03.2026,,,,A
EMP034,03.03.2026,09:05,17:00,9 hrs,P
emp034,06.03.2026,09:15,18:00,,Present
EMP004,12/03/2026,08:05,17:00 PM,9,present
EMP026,22 03 2026,10:30,-,9,P
EMP028,12.03.2026,08.05,,8, Present
EMP033 ,11.03.2026,09:30,17:00 PM,7.5,present
EMP040,09-03-2026,09:30,17:15,9,PRESENT
EMP034,01 03 2026,,,-,On Leave
EMP037,17 03 2026,09:15,18:00,7.5 hrs,present
 EMP019,20 03 2026,09:30,,7.5 hrs,Present
EMP030,11 03 2026,-,18:30 PM,8,present
EMP026,10.03.2026,10:55,19:30 PM,8 hrs, Present
EMP004,01/03/2026,09:30,17:30 PM,8, Present
emp025,07-03-2026,,17:30 PM,7.5 hrs,Present
 EMP004,11 03 2026,09:55,17:30,8 hrs,PRESENT
emp005,17.03.2026,09:30,17.30,8 hrs, Present
EMP040,21.03.2026,08:30,16.15,7.5,Present
emp032,01-03-2026,08:15 AM,16:00,8,PRESENT
EMP029,21 03 2026,08:15 AM,16:00,8,P
EMP026,08 03 2026,08:55,16:30,8,present
EMP038,17.03.2026,08:15,16:15,9 hrs,P
EMP040,04.03.2026,,17:15,8 hrs,PRESENT
EMP035,16 03 2026,09:30 AM,18:30 PM,8,present
EMP031,21.03.2026,10:05 AM,19.30,9,PRESENT
EMP023,05.03.2026,09:45,18:15,8, Present
EMP040,13 03 2026,-,13:30,,Half Day
EMP034 ,14.03.2026,,,NA,leave
EMP028,10/03/2026,09:15 AM,17:15,8, Present
 EMP017,11.03.2026,,,,A
 EMP004,03-03-2026,08:00 AM,17:00,7.5 hrs,Present
EMP025,19-03-2026,09:30,17:00,8 hrs,Present
 EMP008,06-03-2026,,19:00,9,Present
EMP001,12/03/2026,09:00,,9 hrs,P
EMP007 ,12/03/2026,09:55,18:00 PM,8,PRESENT
EMP024,10-03-2026,08:05,17:30,8,PRESENT
emp020,09 03 2026,,,,ABSENT
EMP029 ,22 03 2026,,19:00,9,present
EMP008,22 03 2026,09:15,17:00,8 hrs,present
EMP020,22 03 2026,08:00,17.15,8,P
EMP024,14 03 2026,09:05 AM,17:30,8 hrs,present
emp035,17 03 2026,09:00 AM,17:00 PM,8,present
emp038,11.03.2026,09:05,18:30 PM,8, Present
EMP011,11.03.2026,09:00 AM,17.30,8, Present
EMP010,12/03/2026,09:30,17:30,8,PRESENT
EMP030,01 03 2026,08:45,17:15,7.5 hrs, Present
 EMP007,11 03 2026,08.45,16:15,8,P
EMP024,12/03/2026,09:30,18.30,8 hrs,PRESENT
EMP040,19/03/2026,,,NA,Absent
 EMP014,12-03-2026,09.45,18:00,7.5, Present
EMP020,10 03 2026,09:05,-,8,Present
emp028,17/03/2026,09:00 AM,13:00 PM,4,HD
 EMP037,21/03/2026,09:05,18:15,,Present
EMP001,09-03-2026,10:15 AM,19:00,9,present
EMP008,02/03/2026,09:05,18:15 PM,8,PRESENT
EMP025,10.03.2026,09:05 AM,17.00,7.5,present
EMP023,21.03.2026,08:30,16:30,8 hrs,P
emp020,18 03 2026,08:05 AM,17:00,8,Present
 EMP013,02-03-2026,08:00 AM,17:15,8,PRESENT
EMP021,21-03-2026,09:45 AM,18.15,7.5, Present
emp027,03-03-2026,09:15,17:15,8,P
emp016,08.03.2026,09:45,18:00 PM,8,P
emp012,13/03/2026,09:00,18:30,7.5,present
EMP033,02 03 2026,10:55,19:15,8,Present
EMP034,20 03 2026,08:15 AM,16.00,7.5, Present
EMP031,04/03/2026,09:45,18:00,9, Present
EMP026,09/03/2026,09.30,18:00,8 hrs,PRESENT
emp010,10.03.2026,09:15,17:15,7.5 hrs,P
 EMP014,01 03 2026,09:30,17:15 PM,8,PRESENT
EMP001,02.03.2026,,13:30,4,Half Day
EMP016,11-03-2026,09:45 AM,18:00 PM,7.5,Present
EMP013,05-03-2026,09:30,18.30,9 hrs,Present
EMP013,01-03-2026,,,NA,Absent
EMP033,10 03 2026,10:30 AM,18:30,7.5 hrs,present
EMP033,16/03/2026,09:55,18.00,7.5 hrs, Present
EMP005,07 03 2026,08:45 AM,16:00,7.5,P
EMP039,12.03.2026,09:30,-,9, Present
EMP002,21.03.2026,08.55,17:30,7.5 hrs,present
emp033,01-03-2026,10:30 AM,18.00,8, Present
EMP040,17-03-2026,08:55,17.15,7.5,PRESENT
 EMP034,04.03.2026,10:30,19:15,8,present
EMP029,11-03-2026,10:30,,8,P
 EMP003,02/03/2026,08:15 AM,16:30 PM,8, Present
EMP008 ,07.03.2026,08:00,16.00,9,PRESENT
EMP029,12/03/2026,09:45,17:00,8 hrs,PRESENT
EMP014,02 03 2026,,,-,OL
EMP027,16 03 2026,10:00,18:30,8,P
EMP036 ,14 03 2026,,,NA,On Leave
EMP038,21/03/2026,,,NA,leave
EMP027,02 03 2026,-,19:00 PM,9, Present
EMP015,07-03-2026,10:05 AM,18:15 PM,7.5,P
 EMP011,10/03/2026,08:15,17.15,7.5,Present
EMP032,14 03 2026,10:45,,7.5,PRESENT
EMP035,06/03/2026,09:00,18:15,8 hrs,P
EMP033,05.03.2026,-,18:30 PM,8,Present
EMP004,10-03-2026,09:30,18:15,9 hrs, Present
EMP029,16 03 2026,09:55,,8,P
EMP039,16 03 2026,09:45,18:00,9 hrs,PRESENT
emp012,05 03 2026,10:55,19:00 PM,7.5,Present
EMP022,14-03-2026,09:30,17:30,8 hrs, Present
emp031,09/03/2026,09:30 AM,13:00,4,half day
EMP004,19.03.2026,,,,leave
EMP022,07-03-2026,10.55,19.30,7.5 hrs,Present
EMP011,05 03 2026,10:05,-,8,Present
EMP016 ,01/03/2026,-,17:30 PM,8,P
EMP011,13 03 2026,,18:30,8 hrs,Present
EMP027,15/03/2026,08:15,17.00,8,present
EMP022,13.03.2026,,18:00 PM,7.5,PRESENT
 EMP036,13 03 2026,09:30,,4 hrs,half day
EMP035,18.03.2026,,,NA,Absent
EMP028,04/03/2026,08:55,16.30,7.5,Present
EMP020,03/03/2026,10:05 AM,18:15,8 hrs,PRESENT
 EMP032,04-03-2026,09:15,17:30,9,Present
EMP009,06/03/2026,,,NA,ABSENT
EMP028,22-03-2026,08:05,16.15,, Present
EMP016,02-03-2026,09:05,-,7.5,PRESENT
EMP020,20/03/2026,09:15,17:15 PM,8,Present
EMP003,06-03-2026,08:00,17:00,,P
EMP001,06.03.2026,09:05 AM,17.30,8, Present
EMP024,22 03 2026,09:45,18.30,8 hrs,Present
EMP011,14/03/2026,08.30,17:30,8,present
EMP023,01.03.2026,08:55,17:00,8 hrs,PRESENT
EMP037,01-03-2026,,,NA,leave
EMP023,12-03-2026,08:05,,9 hrs,present
EMP036,19/03/2026,09.05,18:30,7.5 hrs, Present
EMP005,18.03.2026,09:05 AM,17:30,7.5,P
EMP021,03.03.2026,09:30 AM,17.30,,PRESENT
EMP023,03/03/2026,09:30,17:30,9,Present
EMP030,07/03/2026,10:45 AM,18:30,9,present
emp001,13.03.2026,-,17:00 PM,8,Present
 EMP034,10.03.2026,,,-,Absent
EMP033,20 03 2026,08.05,16.30,9,P
EMP009,14-03-2026,09.45,18.30,8, Present
emp013,18 03 2026,08:45 AM,16:15 PM,7.5,Present
emp002,08.03.2026,09:30 AM,13:30 PM,4 hrs,Half Day
EMP008,15-03-2026,09:05,17.15,9 hrs, Present
EMP009,04/03/2026,10:15,18:00 PM,7.5 hrs,Present
emp005,12 03 2026,09:05 AM,17:00,8 hrs,Present
EMP009,21.03.2026,,,,OL
EMP023,10-03-2026,08:45 AM,-,8 hrs,present
EMP033,15.03.2026,09:00 AM,17:30,8,present
EMP030,08-03-2026,-,19.15,9,present
EMP039,21 03 2026,10.45,18:30 PM,8,Present
emp038,04-03-2026,08:55,16:30,9,PRESENT
EMP033,04.03.2026,09.15,18.00,8 hrs,P
EMP017,21.03.2026,09.00,17:30 PM,9,Present
 EMP031,17/03/2026,10:55 AM,19:30 PM,7.5 hrs,PRESENT
 EMP036,09 03 2026,09:30,13:30,4,half day
EMP030,09.03.2026,09.00,18:30 PM,8 hrs, Present
EMP021,20-03-2026,-,17.00,8 hrs, Present
EMP019,17-03-2026,09:30 AM,17.30,9,present
 EMP006,21 03 2026,09:30,,8,present
EMP002,18/03/2026,09:05 AM,,,PRESENT
EMP020,16-03-2026,09:30,17.30,8 hrs,P
EMP010,17-03-2026,09:55,17.00,8,Present
 EMP026,04/03/2026,08:00,16:30,9,present
EMP026,15.03.2026,,,NA,A
EMP035,12.03.2026,09:15,17:30,8,Present
EMP022,12/03/2026,,,NA,absent 
EMP021,16-03-2026,09:00 AM,18:00 PM,9,present
EMP012,18.03.2026,09:05,18:00,8,PRESENT
EMP002,14.03.2026,09:45 AM,18:00 PM,9,P
EMP015,01-03-2026,08:30,16:15,8,Present
EMP013 ,12.03.2026,08:55,16:15,9 hrs,P
EMP029,19/03/2026,10:30,18:00,8,present
EMP030,15-03-2026,,,NA,On Leave
EMP029,05.03.2026,,,,Absent
emp018,19/03/2026,-,18.15,8 hrs,Present
EMP038,13/03/2026,,,,On Leave
emp005,19 03 2026,08:30,16:00 PM,9,PRESENT
EMP038,19 03 2026,,,-,OL
EMP024,17.03.2026,09:55,17:15,7.5 hrs,Present
emp036,12-03-2026,09:05,-,7.5, Present
EMP003,04/03/2026,,,,ABSENT
 EMP010,05.03.2026,09:30,17:00,7.5 hrs,present
emp038,01/03/2026,,,-,A
 EMP029,14 03 2026,09:15,-,8,PRESENT
emp001,22 03 2026,09:05,18.15,,present
EMP019,06.03.2026,09:30,18.30,7.5,present
EMP004,17.03.2026,,,NA,ABSENT
EMP006,20 03 2026,09:30,17:00,8 hrs, Present
EMP019,19/03/2026,09:45 AM,18:15,7.5,P
EMP034,13-03-2026,09:00,18:30 PM,9,PRESENT
EMP032,13.03.2026,08:05,-,7.5, Present
EMP013,22.03.2026,09.15,18:15 PM,8,PRESENT
EMP006,13-03-2026,10:30,19:00,9, Present
EMP002,12-03-2026,09:05,17:30 PM,9,PRESENT
EMP040,01-03-2026,09.15,18:00,9,present
EMP024,09 03 2026,09:30 AM,18:15,8 hrs,P
 EMP001,20/03/2026,09:05 AM,17:30,9 hrs,PRESENT
 EMP038,02-03-2026,-,16:15,,Present
EMP010,21.03.2026,08:45,17:15,8,PRESENT
EMP040,22/03/2026,09:30 AM,17:15,8,PRESENT
EMP022,18-03-2026,,,NA,leave
EMP017,04.03.2026,09:15 AM,18:00 PM,7.5,P
EMP030,22-03-2026,,-,8 hrs,present
EMP011,04 03 2026,,13:00,4,Half Day
EMP035,09 03 2026,08:55 AM,17:30,9,PRESENT
EMP005,04-03-2026,09:45,18:00 PM,9,P
EMP007,19.03.2026,,17:00 PM,8,P
 EMP040,07.03.2026,08:45,16:30,8,PRESENT
EMP015,09 03 2026,10:45 AM,18:30,7.5 hrs, Present
EMP021,08 03 2026,09:00,17.00,9,present
EMP037,09.03.2026,08:05,16:00 PM,8,P
EMP034,17.03.2026,09:55,18:30,8,Present
EMP024,15 03 2026,09:45 AM,,8,Present
EMP013,15/03/2026,08:30,16:30,9,P
EMP027,10 03 2026,09:30,17:15,8,PRESENT
emp035,14-03-2026,08:05,17:00,8 hrs,PRESENT
EMP028,09-03-2026,10.05,18:30,8,Present
EMP016,19-03-2026,09:15 AM,18:00,9, Present
EMP017,22-03-2026,,,,ABSENT
EMP019,04 03 2026,09.15,18:15,8,P
EMP032,20 03 2026,09:55,17:15,9,PRESENT
 EMP012,15/03/2026,,,-,Leave 
EMP004,06.03.2026,,17.15,8,P
EMP009,19.03.2026,09:00 AM,18:00 PM,8,Present
EMP022,20-03-2026,,,NA,Leave 
EMP007,05-03-2026,,17:15 PM,9,P
emp023,09/03/2026,09.15,18:30,8,PRESENT
 EMP035,22/03/2026,09.00,13:30 PM,4,half day
EMP025,21/03/2026,08:30,17:30 PM,7.5,PRESENT
EMP021,22-03-2026,08:30,,8,PRESENT
EMP010 ,03.03.2026,,,NA,OL
EMP015,04 03 2026,08:05,16.00,9,PRESENT
EMP014,04.03.2026,10:30,19:00,9 hrs,Present
EMP009,13 03 2026,09:00,18.30,8,PRESENT
 EMP035,13/03/2026,,,-,absent 
EMP006,02.03.2026,10:15,18:15,8 hrs,Present
EMP009,07 03 2026,,17:00,7.5 hrs, Present
EMP007 ,20.03.2026,,,9,PRESENT
EMP038,08.03.2026,09:15 AM,18.15,8,PRESENT
EMP015,17 03 2026,09:45,18.00,9,Present
EMP032,19/03/2026,09:55 AM,18:15,7.5,P
 EMP003,01 03 2026,10.30,19:15,9 hrs,Present
EMP021,04/03/2026,08.45,17:15,9 hrs,P
emp036,15 03 2026,09:55,18.30,8,P
EMP001,07-03-2026,08:05,16:00,7.5,PRESENT
emp012,08/03/2026,09:30,17:00,9,present
EMP038,07 03 2026,10:15 AM,19:15,8 hrs,Present
EMP004,09 03 2026,,,-,Absent
EMP024,05.03.2026,09:30,18:00,8,present
emp018,17-03-2026,10:30,18:00,8,Present
EMP020 ,14.03.2026,09:00 AM,17:00 PM,8, Present
EMP004,02/03/2026,09:00,17:30,8,Present
EMP008,13.03.2026,09.30,18:00 PM,9 hrs, Present
EMP034,02 03 2026,,-,9, Present
EMP026,03/03/2026,,,-,ABSENT
EMP017,14 03 2026,10.45,18:00 PM,8 hrs,PRESENT
EMP016,15-03-2026,10:45 AM,,,present
 EMP027,11/03/2026,09:30,,8,present
EMP025,06 03 2026,,,,On Leave
EMP019,02-03-2026,09:30,18:15,8,PRESENT
EMP009,09-03-2026,-,,9,P
EMP016,18-03-2026,08.05,16:15 PM,7.5 hrs,P
emp028,20/03/2026,09:05,18:00,8,present
EMP010,13/03/2026,09:30,13:30,4,half day
EMP027,06 03 2026,,,,ABSENT
EMP023,17 03 2026,10:55 AM,18:15 PM,7.5,Present
EMP025,08 03 2026,08:45 AM,17:30 PM,,Present
 EMP009,20 03 2026,09:00,17:30,8 hrs,Present
EMP008,21.03.2026,08:55 AM,16.30,9,present
Report generated on 28-03-2026,,,,,
