EmployeeID,Date,Time In,Time Out,Hours Worked,Status
emp003,16/01/26,09:05 AM,18:30,7.5,PRESENT
emp017,2026.01.01,,18:30,7.5,Present
EMP020,05 Jan 2026,09:00,17.15,8, Present
EMP014,06/01/26,08:55,16:15,8 hrs, Present
EMP002,20-01-2026,10.30,18:15,7.5, Present
EMP015,2026.01.21,08:55,16:15,8,P
 EMP020,2026.01.10,,,,absent 
EMP004,14 Jan 2026,-,17.15,7.5 hrs,P
EMP002,07-01-2026,08:45,,9,P
EMP012,01/12/2026,08:05,16:30,7.5 hrs,P
EMP030,17-01-2026,08:45,,8,PRESENT
emp021,2026.01.17,09:00 AM,17:00,9,PRESENT
EMP018,08 Jan 2026,10:15,19.30,8,P
EMP015,05/01/26,,,NA,A
EMP004,01/19/2026,09:15 AM,17:30,8,present
EMP007,01/04/2026,09:05,18:30 PM,8,present
EMP006,01 Jan 2026,08:45,16:15,8 hrs,present
EMP009,18-01-2026,-,18:15,8,PRESENT
EMP009,01/02/2026,09:15 AM,17:30,8,P
EMP023,01/11/2026,09:30 AM,,4,Half Day
EMP006,2026.01.19,,18.00,8,Present
EMP016,07-01-2026,09:05,17:15,8,Present
EMP006,01/14/2026,-,17:00,8,present
EMP039,01/03/2026,09:30,18:00 PM,8,PRESENT
emp011,06-01-2026,08:30,16:15,8 hrs, Present
EMP013,2026.01.04,09:45,17:00,8,PRESENT
emp039,17-01-2026,09:45,17:15,8,PRESENT
EMP005,16/01/26,09:55,18:15,7.5,PRESENT
EMP035,2026.01.01,08:55,16:15,9 hrs,P
 EMP027,01/01/2026,,18.15,8 hrs,present
EMP011,07-01-2026,10:45,,9 hrs,present
emp036,2026.01.06,,16:00,8, Present
EMP014,15 Jan 2026,09:45 AM,17:15,8 hrs, Present
EMP013,11-01-2026,09.55,17:15,8 hrs,PRESENT
EMP006,01/16/2026,10:45 AM,18:30,8,present
EMP019,08/01/26,08:05,17.30,8, Present
EMP037,03 Jan 2026,09:55,18:00,8, Present
EMP002,01/15/2026,09:55,18:00,9, Present
EMP007,01/07/2026,09:55 AM,18:00,7.5 hrs,P
EMP014,17/01/26,09:45,17:00,8, Present
EMP013,03-01-2026,,,NA,absent 
EMP025,04/01/26,09:00 AM,18:15 PM,7.5 hrs,P
emp025,2026.01.16,08:00,16:30,8 hrs,present
EMP010 ,14 Jan 2026,09:00,18:00,8, Present
EMP022,2026.01.05,09.45,18.00,9,PRESENT
EMP009 ,22-01-2026,10:00,18.15,7.5,Present
EMP024,2026.01.20,09:05 AM,18:30,7.5, Present
EMP037,14/01/26,09:05,17.00,8,Present
EMP011,21/01/26,,,-,On Leave
emp016,11-01-2026,09:45,-,7.5,Present
EMP025 ,20 Jan 2026,09.55,17.00,8, Present
emp018,01/11/2026,09:15,18:15 PM,8 hrs,P
EMP035,07-01-2026,08:55 AM,16:00 PM,8,present
EMP010 ,08 Jan 2026,,,-,Absent
EMP014 ,2026.01.09,08:45 AM,16:15,7.5 hrs,PRESENT
emp031,13/01/26,08:05,17:15,,P
 EMP004,08/01/26,09:05,17:00,8,present
emp005,2026.01.17,09:00,18:30,8 hrs,PRESENT
EMP034,21 Jan 2026,09:30,-,9 hrs,present
EMP039,06 Jan 2026,09:55,18:15,7.5,Present
 EMP001,17 Jan 2026,-,18:30,7.5, Present
EMP020,20 Jan 2026,08:05,16:30,8,PRESENT
EMP005,04/01/26,09:15,17:15,,Present
EMP005,01-01-2026,,17:30,9, Present
EMP021,01/09/2026,-,18:00,7.5,present
EMP005,01/15/2026,,17:15,7.5,PRESENT
emp011,18/01/26,09.30,18:00 PM,9,present
EMP029,14-01-2026,10:30 AM,19.30,8,Present
EMP012,04/01/26,10:05 AM,19:00,7.5,present
EMP029,01/07/2026,09.55,18.30,7.5 hrs, Present
EMP008,01/03/2026,10:00,18:15 PM,7.5,Present
EMP022,2026.01.16,09:00 AM,17.15,9 hrs,present
EMP034,15 Jan 2026,09.00,17:15,,P
emp033,01/17/2026,09:15,17:15,7.5 hrs,Present
EMP001,19 Jan 2026,09:45,,8,present
emp029,01/01/26,,,-,On Leave
EMP006,2026.01.11,-,18:00,,Present
EMP028,22-01-2026,,,NA,Leave 
emp013,2026.01.10,10.45,18:15,8 hrs, Present
EMP020,14 Jan 2026,09:30,13:00 PM,4,Half Day
EMP036,16-01-2026,09:05,18:00,8 hrs,Present
EMP015,03/01/26,10:05,,9,PRESENT
EMP031,01/04/2026,10.05,,7.5 hrs, Present
EMP034,05/01/26,09:30,17.30,,present
EMP025,17/01/26,09:15 AM,17:30,,P
EMP009,05/01/26,09:15 AM,-,9,P
EMP009,08 Jan 2026,08:45,17:15 PM,7.5,P
EMP019,09/01/26,09:30,18.30,8,present
EMP028,11 Jan 2026,10:00 AM,18:00 PM,7.5, Present
emp024,13-01-2026,09:55,17:00,7.5,P
emp018,05/01/26,,,NA,Leave 
EMP019,13/01/26,,,NA,Absent
EMP017,16 Jan 2026,,18:00,7.5 hrs,PRESENT
EMP033,07/01/26,09:45 AM,18:15,9,Present
EMP034,03/01/26,09:55,18:00,7.5,P
EMP034,06-01-2026,09:55,18:15,7.5,P
EMP004,13 Jan 2026,08.05,17:15,9,PRESENT
EMP026,22 Jan 2026,09:00,17:30,9 hrs,PRESENT
emp028,2026.01.12,09:45,18:30,7.5 hrs, Present
EMP033,11 Jan 2026,08:55,17.00,8 hrs,Present
emp040,09-01-2026,10:15,18:15,7.5 hrs,Present
EMP034,01-01-2026,09:55 AM,17:30,7.5,present
EMP037,01/17/2026,08:55 AM,16:00,, Present
 EMP019,01/19/2026,09:05,18:30 PM,8,Present
 EMP030,01/10/2026,09:55,18:00 PM,9,Present
emp026,10/01/26,,17.00,9,present
EMP004,02-01-2026,09:55,,9, Present
emp025,07-01-2026,,,-,OL
EMP004,12-01-2026,,,-,absent 
EMP005,18/01/26,08:05,,7.5, Present
EMP040,21/01/26,08:30 AM,16:30,8 hrs,P
 EMP031,22-01-2026,08:05 AM,16:00,7.5 hrs,present
EMP029,20 Jan 2026,09.05,18:00,9,Present
EMP026 ,08 Jan 2026,,,,Absent
emp038,01/17/2026,,,-,absent 
EMP040,04/01/26,09:15 AM,17.30,7.5, Present
EMP035,01/16/2026,08:15,16:00 PM,8, Present
EMP031,01/20/2026,10.15,18:30,8, Present
EMP023,05 Jan 2026,09:00 AM,18:00,8 hrs,PRESENT
EMP040,2026.01.13,09:55,18:30 PM,9,Present
 EMP034,14/01/26,09:00,18:15,8,P
 EMP028,01/10/2026,,,NA,ABSENT
EMP017,10 Jan 2026,09:30,13:30,4,half day
 EMP004,04-01-2026,08:05 AM,16:15,, Present
EMP025,19-01-2026,09:15,18:00,7.5,Present
 EMP008,01/06/2026,08:00,17:30,8 hrs,PRESENT
emp001,2026.01.12,09:30,17:15,8,present
EMP007 ,12/01/26,08:15,-,8,present
EMP024,01/10/2026,,17:30 PM,9,present
EMP020,01/08/2026,08:15,17.15,9 hrs,PRESENT
EMP029,21-01-2026,09:00,18.15,8 hrs,PRESENT
EMP008,22-01-2026,,,,Absent
EMP020,21/01/26,09:05,,8 hrs, Present
EMP024 ,01/14/2026,,,,On Leave
EMP035,01/17/2026,09:55,-,7.5,PRESENT
EMP038,2026.01.11,10.30,18:00,8 hrs,PRESENT
EMP011,2026.01.11,09:05,17:15 PM,7.5,Present
EMP010,12 Jan 2026,,17:30,7.5,present
EMP029,22-01-2026,09:30,17:30,8 hrs,PRESENT
EMP007,11 Jan 2026,09:45,18:15 PM,7.5, Present
EMP024,12 Jan 2026,08.15,17:30,8,Present
EMP040,19/01/26,,17.15,9,PRESENT
EMP014,12-01-2026,,,-,A
emp020,2026.01.09,10:15,18.30,8,P
EMP028,2026.01.16,09:55 AM,17:15,8, Present
EMP037,21-01-2026,09:30,17:00,7.5 hrs, Present
 EMP001,01/09/2026,09:15 AM,17:15,7.5, Present
EMP008,02-01-2026,-,17:30 PM,9,P
EMP025,10/01/26,08:45 AM,16:00,8,P
 EMP023,21/01/26,09.30,18:00 PM,8,present
emp020,17 Jan 2026,,,NA,ABSENT
emp013,02-01-2026,09:00,13.30,4,half day
EMP021,2026.01.20,09:00 AM,13:30 PM,4,HD
EMP027,03-01-2026,,18:15 PM,8,PRESENT
EMP016,01/08/2026,09.45,17.30,7.5 hrs,P
EMP012,2026.01.13,09:30 AM,17:00,9,Present
EMP033,2026.01.02,09.45,,8, Present
EMP034,20/01/26,08:05 AM,16:00,8 hrs,PRESENT
EMP031,03-01-2026,,13:00 PM,4,half day
emp026,09/01/26,09:00 AM,17:00,9,present
EMP010 ,2026.01.10,,17:30,9 hrs,PRESENT
emp014,01/01/2026,09:55,18:00 PM,9 hrs,PRESENT
EMP001,02-01-2026,,18.15,8,present
,,,,,
EMP013,05-01-2026,-,,7.5, Present
EMP013,01-01-2026,09:05,17:00,8,Present
EMP033,10/01/26,09:05,18.30,7.5,PRESENT
EMP033,2026.01.16,09:30,,9,present
EMP005,2026.01.08,09:45,17:15,, Present
emp039,12 Jan 2026,09:05 AM,18:15 PM,9,present
 EMP002,21-01-2026,09:00,17:15,8,PRESENT
emp033,01/01/26,,,,OL
 EMP040,2026.01.17,09:00,17:30 PM,8,P
EMP034,04-01-2026,09:15,17:30,, Present
EMP029,10 Jan 2026,09:15,17.15,8 hrs,Present
 EMP003,2026.01.02,09:45 AM,17:15,7.5,Present
EMP008,01/07/2026,09:55 AM,18:00,8 hrs,Present
EMP029,11 Jan 2026,09:00 AM,18:15 PM,8,present
EMP014,2026.01.02,10.45,18:15,7.5 hrs,P
EMP027,16/01/26,09:05,18:15 PM,9 hrs,PRESENT
EMP036,14 Jan 2026,09:55 AM,18.00,8 hrs,P
EMP038,21 Jan 2026,08:45,,8,PRESENT
EMP027,02 Jan 2026,,,-,Absent
 EMP015,07-01-2026,09:30,,8,P
EMP011 ,2026.01.10,10:55,19.00,7.5 hrs,Present
EMP032,01/14/2026,,,NA,On Leave
EMP035,01/06/2026,09.30,13:30,4,HD
 EMP033,01/05/2026,09:30,18.00,7.5 hrs, Present
EMP004,11 Jan 2026,08:30,16:30,9 hrs,P
emp029,15-01-2026,,18.15,7.5,PRESENT
EMP039,16-01-2026,,,NA,ABSENT
EMP012,2026.01.05,09:15,17:00,7.5,PRESENT
EMP022,13/01/26,09:45 AM,-,8,present
emp031,08-01-2026,,,-,Absent
 EMP004,20-01-2026,09.30,18:15,8, Present
EMP022,2026.01.06,,,NA,Leave 
EMP011,05 Jan 2026,,13.00,4,Half Day
emp016,01-01-2026,09:55,18:00,8,PRESENT
EMP011,13-01-2026,09:05 AM,18.00,9 hrs,P
EMP027,15 Jan 2026,09:00 AM,13.30,4 hrs,half day
EMP022,01/12/2026,-,17:00,,Present
EMP036,13-01-2026,09.30,18:15 PM,7.5, Present
emp035,01/18/2026,09:00,17:00 PM,8, Present
EMP028,04 Jan 2026,,18:15,7.5,present
EMP020,2026.01.02,08:15,17:00,8,Present
 EMP032,2026.01.03,09:45,18.30,7.5, Present
EMP009,01/06/2026,10:15,18.00,7.5,Present
EMP028,21/01/26,09:00,13:30,4 hrs,HD
 EMP016,01/02/2026,09:05,,8,Present
EMP020,19-01-2026,09:45,17:00,8,PRESENT
emp003,06-01-2026,,,-,absent 
EMP001,01/06/2026,09:05,18:30 PM,8,PRESENT
EMP024,22/01/26,08:45,16:15 PM,8,present
 EMP011,14-01-2026,,,,A
EMP023,01/01/26,09:15 AM,17:30 PM,8,PRESENT
EMP037,01/01/2026,,,NA,ABSENT
EMP023,12-01-2026,09:55,17:00,7.5,P
 EMP036,19 Jan 2026,09:05,18:30,8 hrs,present
EMP005,01/19/2026,08:55,16:00 PM,7.5,present
EMP021,02-01-2026,10:45 AM,19:30,8,P
EMP023,03 Jan 2026,09.15,-,9,Present
EMP030 ,06 Jan 2026,09:05,18:30,9,present
EMP001,2026.01.13,09:30 AM,18.30,8,PRESENT
EMP034,10 Jan 2026,09:55,17:30,8,Present
EMP033,01/20/2026,09:55,,8, Present
 EMP009,2026.01.14,09:15,17:15,8,PRESENT
EMP013,18 Jan 2026,09:55 AM,18:00,9,PRESENT
EMP002,08 Jan 2026,,,,Absent
emp008,01/15/2026,,18:00,8, Present
 EMP009,04 Jan 2026,09:00,13:30 PM,4 hrs,half day
 EMP005,01/13/2026,,,-,Leave 
EMP009,21 Jan 2026,09:55,18:00,8,PRESENT
EMP023,10 Jan 2026,09:00,,9,Present
 EMP033,15-01-2026,08.00,16:30,8,Present
EMP030,07-01-2026,09:00,17:30,7.5,P
EMP039,2026.01.21,-,18:00,9, Present
 EMP038,04-01-2026,10:30 AM,19:15,8 hrs,Present
EMP033,04/01/26,,,-,leave
EMP017,20 Jan 2026,09:05,18:00 PM,8 hrs,Present
EMP031,16-01-2026,09:05,17:30,9 hrs,present
EMP036 ,01/09/2026,08.45,16:30 PM,9,PRESENT
EMP030,08 Jan 2026,,,NA,absent 
EMP021,01/19/2026,10:55,,9,P
emp019,2026.01.16,09.05,18:30,, Present
EMP006,01/21/2026,,,,Leave 
EMP002,18/01/26,09:00,17:30,8,P
EMP020,15-01-2026,09:45,17:15,7.5 hrs, Present
EMP010,17-01-2026,,,NA,OL
EMP026,04-01-2026,09:45,17:15,,PRESENT
 EMP026,15/01/26,09:55,,7.5 hrs,present
EMP035,01/12/2026,08.15,17.15,7.5,P
EMP022,01/11/2026,09.15,18:30 PM,7.5 hrs, Present
EMP021,15/01/26,09:30,17.00,8,Present
EMP012,01/18/2026,08:30 AM,17:00 PM,8,present
EMP002,14-01-2026,09.15,17:00,9,present
EMP015,01 Jan 2026,,,,ABSENT
EMP013,12 Jan 2026,09:45,18:30,9,PRESENT
EMP029,01/18/2026,09:55 AM,18:30,,Present
EMP030,14 Jan 2026,09:15,17.30,9, Present
EMP029,04-01-2026,,18:15,9,PRESENT
EMP018,18/01/26,,18:00 PM,8, Present
EMP038,2026.01.13,09:45,18.15,7.5,present
 EMP005,2026.01.20,,,NA,On Leave
 EMP038,19/01/26,10:30 AM,19:30 PM,9 hrs,Present
EMP024,17 Jan 2026,,18:00 PM,9,present
 EMP036,12 Jan 2026,08:55,17.30,8 hrs,P
EMP003,04/01/26,08:30 AM,17:15 PM,7.5 hrs,P
EMP010,05 Jan 2026,,,4 hrs,half day
 EMP038,01 Jan 2026,09:55,17:00,9,Present
EMP029,01/13/2026,09:45 AM,18:00,8 hrs,PRESENT
EMP001,22/01/26,-,19:15,,Present
EMP019,05-01-2026,,,-,A
EMP004,18/01/26,,,,Absent
EMP006,2026.01.20,09:15,17.15,8 hrs, Present
EMP019,18-01-2026,,,,On Leave
emp034,2026.01.13,08:30,17:15,7.5 hrs, Present
EMP032,2026.01.13,09:05 AM,17:15 PM,8,PRESENT
EMP013,2026.01.22,09:00 AM,,, Present
EMP006,13/01/26,09:45,,7.5,P
EMP002,12 Jan 2026,10:00,18.00,7.5 hrs,present
EMP040,01/01/2026,,,-,On Leave
EMP024,09-01-2026,10.00,19:30,8,present
EMP001,2026.01.20,09.55,18:00,8,P
EMP038,02 Jan 2026,-,17:00 PM,8 hrs, Present
EMP010,01/21/2026,09:30,18:00 PM,8,PRESENT
emp040,22-01-2026,08:30 AM,16:15,7.5 hrs,present
EMP022,01/18/2026,09:00,13:30,4,Half Day
EMP017,01/03/2026,09:15,18:30 PM,8, Present
EMP030,2026.01.21,08:45,16:30 PM,9,P
emp011,2026.01.04,09:30,17:30,8 hrs,P
EMP035,09-01-2026,,13:00,4,half day
 EMP005,05-01-2026,09:05 AM,18:00 PM,8,present
EMP007,2026.01.19,09:15,,7.5,PRESENT
EMP040,2026.01.07,09:55 AM,17:30,7.5,P
EMP015,09 Jan 2026,10.30,19:30,7.5,PRESENT
EMP021,07-01-2026,,19:15,8,PRESENT
EMP037 ,09-01-2026,10:55,19:15,7.5 hrs,PRESENT
emp034,17-01-2026,08:00 AM,16:30 PM,9 hrs,present
EMP024 ,15-01-2026,09:30,17.15,7.5 hrs,Present
EMP013 ,2026.01.15,09.55,17:30 PM,7.5,P
EMP027,10/01/26,09:30,13:00 PM,4 hrs,Half Day
emp035,14 Jan 2026,09:00 AM,18:00 PM,8, Present
EMP028,09 Jan 2026,,17:15,7.5 hrs, Present
EMP016,18/01/26,10:55,18:30,7.5 hrs,PRESENT
emp017,21/01/26,09:30,13.30,4 hrs,half day
EMP019,03-01-2026,09:45,,8 hrs, Present
EMP032,20/01/26,10:30,19.00,8,PRESENT
 EMP012,2026.01.15,08.00,17:15,8, Present
EMP004,07-01-2026,,,NA,absent 
emp009,2026.01.19,10.30,18:15,7.5 hrs,PRESENT
EMP022,20 Jan 2026,09.30,18.00,7.5, Present
EMP007,05/01/26,09:15,,9,P
EMP023,2026.01.09,08:30,,8,P
EMP035,22-01-2026,09:55,17.00,7.5,P
 EMP025,21 Jan 2026,09:00,13:30,4 hrs,HD
EMP021,2026.01.21,09.45,18:15 PM,9 hrs,PRESENT
 EMP010,03/01/26,09:30,18:15 PM,8 hrs,P
EMP015,04 Jan 2026,09:30,18:15,8,PRESENT
EMP014,04/01/26,,,-,A
EMP009,13/01/26,,,NA,OL
EMP035 ,2026.01.13,09:45,17:15 PM,7.5 hrs,Present
emp006,01/02/2026,09:55,17:30,,present
EMP009,07 Jan 2026,09:15,17:00 PM,,present
EMP007,20-01-2026,09:00,18:15 PM,9,present
EMP038,08-01-2026,,,-,Leave 
EMP015,2026.01.17,10:15,19:15 PM,8,Present
EMP032,2026.01.19,09:05,17:30 PM,8 hrs,Present
EMP003 ,01/01/26,,,NA,A
emp021,03/01/26,,,-,absent 
emp036,15/01/26,09:00,17:30,8, Present
EMP001,07-01-2026,,16.15,8,PRESENT
emp012,08-01-2026,,,-,Absent
EMP038,07 Jan 2026,,,NA,Leave 
emp004,10/01/26,10:15 AM,19:00 PM,7.5 hrs,PRESENT
EMP024,05 Jan 2026,,,,On Leave
EMP018,16/01/26,09:00,13:00,4 hrs,HD
EMP020,13-01-2026,09:30,17:30 PM,7.5 hrs, Present
 EMP004,03/01/26,,,,leave
EMP008,01/13/2026,,,,OL
 EMP034,01/02/2026,08.55,17:30,7.5 hrs,P
emp026,03-01-2026,09:00 AM,18.15,8 hrs,PRESENT
EMP017,2026.01.13,,,,Leave 
 EMP016,01/14/2026,,,,absent 
 EMP027,11-01-2026,08:00,17:15,7.5 hrs,P
EMP025,06-01-2026,,,,Leave 
emp019,2026.01.01,09:45,17.30,, Present
EMP009 ,2026.01.09,09:00,13:00 PM,4 hrs,Half Day
 EMP016,17 Jan 2026,10:45,19.00,7.5, Present
EMP028,19 Jan 2026,09:05 AM,-,7.5 hrs,Present
emp010,13/01/26,09:55,18:15,9,P
EMP027,06 Jan 2026,09.55,,9,Present
EMP023,17 Jan 2026,08:00 AM,16:30,9, Present
EMP025,08/01/26,10:30,19:30,9 hrs, Present
EMP009,2026.01.20,08:55,16:30 PM,8,present
EMP008,2026.01.21,,18:15,8,present
Report generated on 28-01-2026,,,,,
